"TEMA";"SUBTEMA";"PERGUNTA";"NOME_ARQUIVO_JS"
"Meio Ambiente";"Coleta de Esgoto";"Qual é o número de pessoas que moram em domicílios com acesso à coleta de esgoto?";"qt1.csv"
"Meio Ambiente";"Coleta de Esgoto";"Qual é o volume de esgoto coletado e tratado em Salvador?";"qt2.csv"
